Name,Rarity,Level,Element Type,Abilities,CP,Avg. Attack,Defense,HP,Avg. Speed,Stamina,Price
Mimog,Rare,7,Normal,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Dark Cannon', 'level': 7, 'power': 50, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Flame', 'level': 15, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Air Blade', 'level': 30, 'power': 85, 'cooldown': 20, 'range': '0 - 5000'}, {'name': 'Holy Burst', 'level': 40, 'power': 120, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",270.0,80.0,130,60,679.6666666666666,100,6150
Mossanda,Rare,6,Leaf,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Stone Cannon', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Crushing Punch', 'level': 22, 'power': 85, 'cooldown': 18, 'range': '0 - 700'}, {'name': 'Seed Mine', 'level': 30, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",285.0,95.0,90,100,416.6666666666667,100,6200
Mossanda Lux,Rare,7,Electricity,"[{'name': 'Spark Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Shockwave', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Lightning Streak', 'level': 15, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Blast Punch', 'level': 22, 'power': 85, 'cooldown': 14, 'range': '0 - 700'}, {'name': 'Tri-Lightning', 'level': 30, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Lightning Strike', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 500'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",300.0,100.0,100,100,416.6666666666667,100,6610
Mozzarina,Common,2,Normal,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Air Cannon', 'level': 15, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Stone Blast', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Power Bomb', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",245.0,75.0,80,90,445.0,100,2620
Necromus,Legendary,20,Dark,"[{'name': 'Shadow Burst', 'level': 1, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Spirit Flame', 'level': 15, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 22, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Rock Lance', 'level': 30, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Twin Spears', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 1000'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",372.5,122.5,120,130,866.6666666666666,100,8930
Nitewing,Common,3,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Tornado Attack', 'level': 7, 'power': 65, 'cooldown': 13, 'range': '0 - 2500'}, {'name': 'Wind Cutter', 'level': 15, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Sand Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Grass Tornado', 'level': 40, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",277.5,97.5,80,100,500.0,100,6300
Nox,Rare,6,Dark,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",222.5,77.5,70,75,276.6666666666667,100,1480
Orserk,Epic,9,DragonElectricity,"[{'name': 'Kerauno', 'level': 1, 'power': 100, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Lightning Strike', 'level': 7, 'power': 120, 'cooldown': 40, 'range': '0 - 500'}, {'name': 'Spark Blast', 'level': 15, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Draconic Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Lightning Streak', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Tri-Lightning', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '0 - 9999'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}, {'name': 'Polykeraunos', 'level': 55, 'power': 180, 'cooldown': 50, 'range': '0 - 9999'}]",315.0,115.0,100,100,733.3333333333334,100,8320
Paladius,Legendary,20,Normal,"[{'name': 'Power Shot', 'level': 1, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Iceberg', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Power Bomb', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 30, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Spear Thrust', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 2500'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",390.0,115.0,145,130,750.0,100,8810
Pengullet,Common,1,WaterIce,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Hydro Jet', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Aqua Gun', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Icicle Cutter', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",212.5,72.5,70,70,393.3333333333333,100,1080
Penking,Rare,6,WaterIce,"[{'name': 'Aqua Gun', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Iceberg', 'level': 7, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Emperor Slide', 'level': 15, 'power': 70, 'cooldown': 10, 'range': '500 - 3000'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Aqua Burst', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Hydro Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",272.5,82.5,95,95,366.6666666666667,100,5410
Petallia,Epic,8,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Aqua Gun', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 15, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Bubble Blast', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",297.5,97.5,100,100,450.0,100,3590
Prixter,Rare,5,DarkEarth,"[{'name': 'Poison Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Dark Cannon', 'level': 7, 'power': 50, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Stone Blast', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Sand Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': '', 'level': 30, 'power': 110, 'cooldown': 24, 'range': '0 - 3000'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",285.0,105.0,90,90,269.6666666666667,100,3939
Pyrin,Rare,6,Fire,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Ignis Blast', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Ignis Slam', 'level': 30, 'power': 85, 'cooldown': 14, 'range': '0 - 2500'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",292.5,102.5,90,100,750.0,100,6720
Pyrin Noct,Rare,7,FireDark,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Shadow Burst', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Ignis Breath', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Spirit Flame', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Dark Charge', 'level': 30, 'power': 85, 'cooldown': 14, 'range': '0 - 2500'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",292.5,102.5,90,100,750.0,100,7270
Quivern,Rare,7,Dragon,"[{'name': 'Dragon Cannon', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Acid Rain', 'level': 15, 'power': 80, 'cooldown': 18, 'range': '100 - 1000'}, {'name': 'Draconic Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",305.0,100.0,100,105,623.3333333333334,220,6830
Quivern Botan,Epic,8,DragonLeaf,"[{'name': 'Dragon Cannon', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Wind Cutter', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Seed Machine Gun', 'level': 15, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Draconic Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Comet Strike', 'level': 40, 'power': 110, 'cooldown': 35, 'range': '0 - 9999'}, {'name': 'Circle Vine', 'level': 50, 'power': 120, 'cooldown': 40, 'range': '0 - 9999'}]",307.5,102.5,100,105,623.3333333333334,220,7830
Ragnahawk,Rare,7,Fire,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Spirit Fire', 'level': 7, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Sand Tornado', 'level': 22, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Flare Storm', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Ignis Breath', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",317.5,102.5,120,95,733.3333333333334,150,6720
Rayhound,Rare,5,Electricity,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Shockwave', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Spark Blast', 'level': 15, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Stone Blast', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Electric Ball', 'level': 30, 'power': 50, 'cooldown': 9, 'range': '500 - 2500'}, {'name': 'Lightning Streak', 'level': 40, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",270.0,100.0,80,90,653.3333333333334,100,3880
Reindrix,Common,4,Ice,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Ice Missile', 'level': 7, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Freezing Charge', 'level': 22, 'power': 65, 'cooldown': 9, 'range': '550 - 2000'}, {'name': 'Iceberg', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 40, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",292.5,82.5,110,100,428.3333333333333,100,2800
Relaxaurus,Epic,8,DragonWater,"[{'name': 'Dragon Cannon', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Aqua Gun', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 5000'}, {'name': 'Dragon Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 200'}, {'name': 'Bubble Blast', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '1000 - 3500'}, {'name': 'Draconic Breath', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Dragon Meteor', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 5000'}]",285.0,105.0,70,110,496.6666666666667,100,10240
Relaxaurus Lux,Epic,9,DragonElectricity,"[{'name': 'Spark Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dragon Cannon', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Shockwave', 'level': 15, 'power': 40, 'cooldown': 4, 'range': '0 - 300'}, {'name': 'Lightning Streak', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 2000'}, {'name': 'Draconic Breath', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Lightning Strike', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 500'}, {'name': 'Lightning Bolt', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 3000'}]",295.0,110.0,75,110,496.6666666666667,100,10380
Reptyro,Rare,6,FireEarth,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Stone Blast', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Stone Cannon', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '500 - 2500'}, {'name': 'Ignis Breath', 'level': 22, 'power': 70, 'cooldown': 15, 'range': '500 - 1500'}, {'name': 'Volcanic Burst', 'level': 30, 'power': 100, 'cooldown': 45, 'range': '0 - 9999'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Rock Lance', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}]",332.5,102.5,120,110,330.0,100,6940
Reptyro Cryst,Rare,7,IceEarth,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Stone Blast', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Frost Burst', 'level': 30, 'power': 100, 'cooldown': 45, 'range': '0 - 9999'}, {'name': 'Blizzard Spike', 'level': 40, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Rock Lance', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}]",342.5,102.5,130,110,330.0,100,7380
Ribbuny,Common,1,Normal,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Ice Missile', 'level': 15, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Blizzard Spike', 'level': 22, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Iceberg', 'level': 40, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",227.5,82.5,70,75,215.0,100,1160
Robinquill,Rare,5,Leaf,"[{'name': 'Wind Cutter', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Focus Shot', 'level': 15, 'power': 65, 'cooldown': 9, 'range': '1000 - 5000'}, {'name': 'Seed Mine', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Grass Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Spine Vine', 'level': 40, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",272.5,102.5,80,90,483.3333333333333,100,2050
Robinquill Terra,Rare,6,LeafEarth,"[{'name': 'Sand Blast', 'level': 1, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Wind Cutter', 'level': 7, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Focus Shot', 'level': 15, 'power': 65, 'cooldown': 9, 'range': '1000 - 5000'}, {'name': 'Stone Blast', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Sand Tornado', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '100 - 3000'}, {'name': 'Solar Blast', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}, {'name': 'Rock Lance', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}]",272.5,102.5,80,90,483.3333333333333,100,2150
Rooby,Common,2,Fire,"[{'name': 'Ignis Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Power Shot', 'level': 7, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Spirit Fire', 'level': 15, 'power': 45, 'cooldown': 7, 'range': '1000 - 3000'}, {'name': 'Flare Arrow', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Flare Storm', 'level': 30, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Ignis Rage', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '100 - 1000'}, {'name': 'Fire Ball', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 9999'}]",235.0,85.0,75,75,340.0,100,2950
Rushoar,Common,1,Earth,"[{'name': 'Reckless Charge', 'level': 1, 'power': 55, 'cooldown': 2, 'range': '300 - 2500'}, {'name': 'Sand Blast', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 3000'}, {'name': 'Power Shot', 'level': 15, 'power': 35, 'cooldown': 4, 'range': '600 - 3000'}, {'name': 'Stone Blast', 'level': 22, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Power Bomb', 'level': 30, 'power': 70, 'cooldown': 15, 'range': '1000 - 9999'}, {'name': 'Rock Lance', 'level': 40, 'power': 150, 'cooldown': 55, 'range': '100 - 9999'}, {'name': 'Pal Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",235.0,85.0,70,80,406.6666666666667,100,1680
Selyne,Epic,9,DarkNormal,"[{'name': 'Dark Cannon', 'level': 1, 'power': 50, 'cooldown': 2, 'range': '500 - 5000'}, {'name': 'Dark Arrow', 'level': 7, 'power': 65, 'cooldown': 10, 'range': '500 - 5000'}, {'name': 'Air Blade', 'level': 15, 'power': 85, 'cooldown': 20, 'range': '0 - 5000'}, {'name': 'Holy Burst', 'level': 22, 'power': 120, 'cooldown': 30, 'range': '0 - 9999'}, {'name': 'Seigetsu Blade', 'level': 30, 'power': 110, 'cooldown': 24, 'range': '300 - 3000'}, {'name': 'Star Mine', 'level': 40, 'power': 110, 'cooldown': 55, 'range': '0 - 9999'}, {'name': 'Moonlight Beam', 'level': 50, 'power': 170, 'cooldown': 40, 'range': '300 - 3000'}]",347.5,107.5,110,130,353.3333333333333,300,9500
Shadowbeak,Epic,10,Dark,"[{'name': 'Air Cannon', 'level': 1, 'power': 25, 'cooldown': 2, 'range': '500 - 4000'}, {'name': 'Dark Ball', 'level': 7, 'power': 40, 'cooldown': 4, 'range': '500 - 1000'}, {'name': 'Shadow Burst', 'level': 15, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Spirit Flame', 'level': 22, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Divine Disaster', 'level': 40, 'power': 160, 'cooldown': 45, 'range': '0 - 2500'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}, {'name': 'Divine Disaster II', 'level': 55, 'power': 170, 'cooldown': 45, 'range': '0 - 2500'}]",385.0,125.0,140,120,710.0,250,9060
Shroomer,Common,4,Leaf,"[{'name': 'Poison Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Seed Machine Gun', 'level': 7, 'power': 50, 'cooldown': 9, 'range': '0 - 300'}, {'name': 'Grass Tornado', 'level': 15, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Seed Mine', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Spine Vine', 'level': 30, 'power': 95, 'cooldown': 25, 'range': '500 - 9999'}, {'name': 'Circle Vine', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 9999'}, {'name': 'Solar Blast', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",290.0,90.0,90,110,383.3333333333333,100,3660
Shroomer Noct,Rare,5,LeafDark,"[{'name': 'Poison Blast', 'level': 1, 'power': 30, 'cooldown': 2, 'range': '500 - 3000'}, {'name': 'Shadow Burst', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '0 - 300'}, {'name': 'Grass Tornado', 'level': 15, 'power': 80, 'cooldown': 18, 'range': '700 - 3000'}, {'name': 'Seed Mine', 'level': 22, 'power': 65, 'cooldown': 13, 'range': '800 - 9999'}, {'name': 'Nightmare Ball', 'level': 30, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Circle Vine', 'level': 40, 'power': 120, 'cooldown': 40, 'range': '0 - 9999'}, {'name': 'Dark Laser', 'level': 50, 'power': 150, 'cooldown': 55, 'range': '500 - 1800'}]",292.5,92.5,90,110,383.3333333333333,100,4240
Sibelyx,Rare,7,Ice,"[{'name': 'Ice Missile', 'level': 1, 'power': 30, 'cooldown': 3, 'range': '800 - 3000'}, {'name': 'Icicle Cutter', 'level': 7, 'power': 55, 'cooldown': 10, 'range': '500 - 4000'}, {'name': 'Iceberg', 'level': 15, 'power': 70, 'cooldown': 15, 'range': '100 - 9999'}, {'name': 'Cryst Breath', 'level': 22, 'power': 90, 'cooldown': 22, 'range': '100 - 1000'}, {'name': 'Spirit Flame', 'level': 30, 'power': 75, 'cooldown': 16, 'range': '500 - 5000'}, {'name': 'Aqua Burst', 'level': 40, 'power': 100, 'cooldown': 30, 'range': '1000 - 9999'}, {'name': 'Blizzard Spike', 'level': 50, 'power': 130, 'cooldown': 45, 'range': '1000 - 9999'}]",300.0,90.0,100,110,333.3333333333333,100,5900
